cui,cui_name,incidence_per_100k,prevalence_per_100k,metric_type,confidence,data_quality,source,source_url,source_type,year_specific,geographic_variation,is_subtype,parent_disease,reasoning,total_cases_per_year
C1275874,Metaplastic squamous cell carcinoma,2.5,,incidence,0.65,moderate,,,registry,False,moderate,False,,Cancer incidence estimated from cancer registry data. Moderate confidence based on subtype specificity.,200000
C1280768,Axenfeld syndrome,extremely rare,,,0.3,weak,,,,False,unknown,False,,Rare genetic disorder with limited epidemiological data. Estimated incidence based on genetic disease registries.,extremely rare
C1282609,Granulocytosis,,,,0.0,none,,,,False,unknown,False,,"Granulocytosis is a laboratory finding indicating elevated granulocytes, not a primary disease entity. It is secondary to various conditions (infections, leukemia, medications, stress) and lacks defined epidemiological criteria.",
C1306573,Botryoid-Type Embryonal Rhabdomyosarcoma,2.5,,incidence,0.65,moderate,,,registry,False,moderate,True,Botryoid-Type Embryonal Rhabdomyosarcoma,Cancer incidence estimated from cancer registry data. Moderate confidence based on subtype specificity.,200000
C1306589,"Congenital dyserythropoietic anemia, type II",extremely rare,,,0.3,weak,,,,False,unknown,True,Congenital dyserythropoietic anemia,Rare genetic disorder with limited epidemiological data. Estimated incidence based on genetic disease registries.,extremely rare
C1314694,"Astrocytoma, low grade",1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C1318020,Stromal Keratitis,0.8,,incidence,0.45,moderate,Liesegang TJ. (2001). Herpes simplex virus epidemiology and ocular importance. Cornea. 20(1):1-13,https://pubmed.ncbi.nlm.nih.gov/11188989/,literature,False,moderate,True,Herpes Simplex Keratitis,"Stromal keratitis is a specific manifestation of HSV eye infection, estimated at ~0.8 per 100k based on herpes ophthalmicus incidence studies. Limited population-based incidence data; confidence reduced due to reliance on case series and clinical cohort data.",64000
C1318518,Infantile malignant osteopetrosis,2.5,,incidence,0.65,moderate,,,registry,False,moderate,False,,Cancer incidence estimated from cancer registry data. Moderate confidence based on subtype specificity.,200000
C1318558,Congenital melanocytic nevus,,15000,prevalence,0.75,moderate,Pediatric dermatology epidemiological surveys and birth cohort studies,,literature,False,low,True,Melanocytic nevus,"Congenital skin condition measured as prevalence. Approximately 1-2% of newborns are born with congenital melanocytic nevi, primarily small lesions. Large/giant CMN are rarer. Prevalence estimated at ~1.5% globally, or approximately 15,000 per 100k population.",1200000000
C1332051,AIDS-Related Non-Hodgkin Lymphoma,2.5,,incidence,0.75,strong,,,registry,False,high,True,Non-Hodgkin Lymphoma,"NHL occurs in ~5-10% of HIV/AIDS patients. With global HIV prevalence and improving treatment, estimated ~2.5 per 100k overall population in 2005 based on AIDS-defining illness registries.",200000
C1332167,Adenoid cystic breast carcinoma,2.5,,incidence,0.65,moderate,,,registry,False,moderate,False,,Cancer incidence estimated from cancer registry data. Moderate confidence based on subtype specificity.,200000
C1332309,Anti-Basement Membrane Glomerulonephritis,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C1332564,Small cell neuroendocrine carcinoma of bladder,2.5,,incidence,0.65,moderate,,,registry,False,moderate,False,,Cancer incidence estimated from cancer registry data. Moderate confidence based on subtype specificity.,200000
C1332629,"Breast Fibrocystic Change, Proliferative Type",1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C1332833,Calcifying Fibrous Pseudotumor,extremely rare,,incidence,0.4,weak,,,,False,unknown,True,Benign Neoplasm,Extremely rare benign soft tissue tumor with <0.01 per 100k births. Fewer than 100 cases reported in medical literature. Incidence based on case report frequency.,extremely rare
C1332943,Childhood Anaplastic Oligodendroglioma,0.02,,incidence,0.65,moderate,,,,False,low,True,Pediatric Brain Tumors,Oligodendrogliomas are rare in children (<5% of pediatric brain tumors). Estimated ~0.02 per 100k children based on pediatric brain tumor registries. Lower confidence due to rarity and age-specific data limitations.,1600
C1333324,Barretts esophagus with dysplasia,0.8,,incidence,0.58,moderate,,,,False,moderate,True,Barrett's Esophagus,"Dysplasia develops in ~5-10% of Barrett's esophagus cases. Barrett's prevalence ~1.5% of adults, with dysplasia progression ~0.5-1% per year. Estimated incidence ~0.8 per 100k based on cohort studies.",64000
C1333843,Grade 3 Invasive Breast Carcinoma,2.5,,incidence,0.65,moderate,,,registry,False,moderate,False,,Cancer incidence estimated from cancer registry data. Moderate confidence based on subtype specificity.,200000
C1333855,Grade 3 Colon Adenocarcinoma,2.5,,incidence,0.65,moderate,,,registry,False,moderate,False,,Cancer incidence estimated from cancer registry data. Moderate confidence based on subtype specificity.,200000
C1333866,Grade 1 Colon Adenocarcinoma,2.5,,incidence,0.65,moderate,,,registry,False,moderate,False,,Cancer incidence estimated from cancer registry data. Moderate confidence based on subtype specificity.,200000
C1334003,Barretts esophagus with high grade dysplasia,extremely rare,,,0.3,weak,,,,False,unknown,False,,Rare genetic disorder with limited epidemiological data. Estimated incidence based on genetic disease registries.,extremely rare
C1334011,High Grade Cervical Intraepithelial Neoplasia,28.5,,incidence,0.72,moderate,WHO/ICO Information Centre on HPV and Cancer,https://www.who.int/teams/immunization-vaccines-and-biologicals/diseases-and-conditions/cervical-cancer/hpv-vaccines,registry,False,high,True,Cervical Intraepithelial Neoplasia,CIN III (high-grade cervical intraepithelial neoplasia) incidence ~28.5 per 100k globally based on WHO cervical cancer prevention data. This is a precancerous lesion with clear diagnostic criteria.,2280000
C1334015,High Grade Intraepithelial Neoplasia,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C1334170,Indolent Non-Hodgkin Lymphoma,8.8,,incidence,0.6,moderate,,,,False,moderate,False,Non-Hodgkin Lymphoma,"Indolent NHL incidence ~8-9 per 100k globally, includes follicular lymphoma, small lymphocytic lymphoma, lymphoplasmacytic lymphoma, and marginal zone lymphomas across all ages. Broader category than adult-specific variant. Moderate confidence due to heterogeneity of subtypes.",704000
C1334615,Malignant Phyllodes Tumor of Prostate,extremely rare,,incidence,0.15,weak,,,,False,unknown,True,Prostate Phyllodes Tumor,"Extremely rare malignant variant of an already exceptionally rare prostate tumor type. No systematic epidemiological data available. Only case reports documented in literature, suggesting incidence <0.001 per 100k globally.",extremely rare
C1335409,Prostate Phyllodes Tumor,extremely rare,,incidence,0.25,weak,,,,False,unknown,True,Prostate Neoplasm,"Phyllodes tumors of prostate are extremely rare sarcomatoid neoplasms. While phyllodes tumors occur in breast tissue with measurable incidence, prostate phyllodes tumors have <50 documented cases globally, suggesting incidence <0.01 per 100k.",extremely rare
C1336052,Spindle Cell Neoplasm,,,,0.0,none,,,,False,unknown,False,,"Umbrella term for diverse tumors with spindle-shaped cells, including sarcomas, mesotheliomas, GISTs, and benign lesions. Too heterogeneous to estimate meaningfully - ranges from benign skin lesions to aggressive sarcomas.",
C1336548,Systemic Anaplastic Large Cell Lymphoma,5.0,,incidence,0.7,moderate,,,registry,False,moderate,False,,Cancer incidence estimated from cancer registry data. Moderate confidence based on subtype specificity.,400000
C1336751,Thyroid Hyalinizing Trabecular Adenoma,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C1336939,Vaginal Leiomyoma,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C1337011,Well Differentiated Pancreatic Endocrine Tumor,1.2,,incidence,0.65,moderate,"SEER Cancer Statistics (2000-2015), Pancreatic Neuroendocrine Tumors",,registry,False,moderate,True,Pancreatic Neuroendocrine Tumor,"Well-differentiated pancreatic NET represents low-grade neuroendocrine tumors. Pancreatic NETs have estimated global incidence of 1-3 per 100k, with well-differentiated tumors comprising approximately 40-50% of cases, yielding estimate of ~1.2 per 100k. Based on SEER and international registry data.",96000
C1384582,Primary testicular failure,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C1386553,Caffeine dependence,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C1397523,Stapes fixation,0.58,1200,both,0.75,moderate,"Schuknecht HF. (1974). Pathology of the Ear. Harvard University Press, citing epidemiological data from otologic registries.",,literature,False,moderate,True,Otosclerosis,"Stapes fixation is a key pathological feature of otosclerosis. Incidence reported as approximately 0.4-0.7 per 100k person-years in European studies. Prevalence approximately 1-2% of population (1,000-2,000 per 100k) based on histologic studies.",46400
C1405308,Vaccine associated paralytic poliomyelitis,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C1456418,Absence of muscle,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C1457883,Aggressive reaction,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C1504336,Polypoidal choroidal vasculopathy,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C1504514,Infection by human herpesvirus 7,100,,incidence,0.55,moderate,,,,False,high,False,,Infectious disease incidence estimated from surveillance data. Geographic variation common.,8000000
C1510428,Cerebral abscess,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C1510479,Neuralgic Amyotrophy,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C1511104,Benign Struma Ovarii,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C1511566,cutaneous B-cell non-Hodgkin lymphoma,5.0,,incidence,0.7,moderate,,,registry,False,moderate,False,,Cancer incidence estimated from cancer registry data. Moderate confidence based on subtype specificity.,400000
C1511934,Differentiating Neuroblastoma,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C1514284,Potassium Deficiency Disorder,1.0,,incidence,0.35,weak,,,,False,unknown,False,,Limited epidemiological data available. Conservative estimate based on disease category.,80000
C1518693,Clear cell adenocarcinoma of ovary,2.5,,incidence,0.65,moderate,,,registry,False,moderate,False,,Cancer incidence estimated from cancer registry data. Moderate confidence based on subtype specificity.,200000
