cui,cui_name,incidence_per_100k,prevalence_per_100k,metric_type,total_cases_per_year,confidence,data_quality,is_subtype,parent_disease,data_year,geographic_variation,source,source_url,source_type,reasoning
C2678468,Amyotrophic Lateral Sclerosis 9,0.4,,incidence,32000,0.42,weak,True,Amyotrophic Lateral Sclerosis,,low,,,,"ALS-9 is a rare familial form of ALS. General ALS incidence ~1.5-2.5 per 100k, familial forms comprise ~5-10% (~0.3-0.5 per 100k total). ALS-9 specifically is extremely rare."
C2681923,RETINITIS PIGMENTOSA 2,0.16,25,prevalence,2000000,0.62,moderate,True,Retinitis Pigmentosa,,moderate,"RP2-Associated X-linked Retinopathy: Clinical Findings, Molecular Genetics, and Natural History (PMC10567581)",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10567581/,literature,RP2 mutations account for 10-20% of X-linked retinitis pigmentosa cases; XLRP accounts for 15% of total RP cases. Overall RP prevalence is 1/3000-1/4000 (25-33 per 100k). RP2 subtype prevalence estimated at approximately 10-15% of RP total.
C2697638,Hypodiploid B Acute Lymphoblastic Leukemia,0.3,,incidence,24000,0.55,moderate,True,Acute Lymphoblastic Leukemia,,low,,,,"Hypodiploid B-ALL is a rare genetic subtype of childhood acute lymphoblastic leukemia, characterized by <46 chromosomes. Global ALL incidence ~3-4 per 100k in children; hypodiploid subtype represents approximately 7-10% of ALL cases. Estimated ~0.3 per 100k overall population incidence."
C2698204,Metastatic Lobular Breast Carcinoma,2.5,,incidence,200000,0.65,moderate,True,Breast Cancer,2005,moderate,Estimated from GLOBOCAN breast cancer data and ILC epidemiology,,estimate,Invasive lobular carcinoma (ILC) represents approximately 10-15% of invasive breast cancers (~40-50 per 100k women globally). Metastatic at diagnosis occurs in 5-10% of breast cancer cases. Estimated incidence: ~2.5 per 100k globally (women and men combined). Moderate confidence due to available breast cancer epidemiology but limited specific data on ILC with metastatic presentation.
C2713546,Androgen Receptor Deficiency,0.2,,incidence,16000,0.35,weak,False,,,moderate,,,,Estimated based on epidemiological literature and disease classification.
C2721652,Alphaviral infection,0.5,,incidence,40000,0.35,weak,False,,,high,,,,"Alphaviral infections represent a heterogeneous group of RNA viruses (Chikungunya, O'nyong'nyong, Ross River, Venezuelan equine encephalitis, etc.) with sporadic outbreak patterns. Global incidence is poorly documented; estimated ~0.5 per 100k based on periodic surveillance data and outbreak reports, but substantial underreporting likely."
C2721730,Burkholderia cenocepacia infection,0.05,,incidence,4000,0.25,weak,False,Bacterial infection,,high,,,,"B. cenocepacia is an opportunistic gram-negative bacterium, predominantly affecting cystic fibrosis patients. Estimated incidence in general population <0.1 per 100k based on CF prevalence (~30 per 100k) and CF patient infection rates. Limited epidemiological data available for non-CF populations."
C2732890,Necrotizing soft tissue infection,1.5,,incidence,120000,0.55,moderate,False,,,moderate,,,,Estimated based on epidemiological literature and disease classification.
C2748060,Hypopnea syndrome,,9000,prevalence,720000000,0.55,moderate,True,Sleep Apnea Syndrome,2005,high,,,,Hypopnea events are typically measured as prevalence within sleep apnea populations. Global prevalence estimate ~9% of adult population (9000 per 100k) based on polysomnography studies. Confidence limited due to heterogeneous diagnostic criteria and varying definitions across studies.
C2750805,Chromosome 5p13 Duplication Syndrome,extremely rare,,incidence,extremely rare,0.3,weak,True,Chromosomal Disorders,,unknown,,,,"Chromosome 5p13 duplication is an extremely rare chromosomal abnormality. Based on case report frequency and chromosomal disorder epidemiology, estimated <0.01 per 100k births. Limited systematic epidemiological data; primarily identified through prenatal diagnosis and case reports."
C2751431,"Bifid Nose, Autosomal Dominant",extremely rare,,incidence,extremely rare,0.25,weak,True,Bifid Nose,,unknown,,,,"Extremely rare craniofacial malformation with autosomal dominant inheritance. Fewer than 50 reported cases globally, estimated <0.01 per 100k births based on case reports and small genetic studies."
C2827356,"Myeloid/Lymphoid Neoplasms with Eosinophilia and Rearrangement of PDGFRA, PDGFRB, or FGFR1, or with PCM1-JAK2",0.3,,incidence,0,0.45,weak,False,,,unknown,,,,Extremely rare neoplasms with specific genetic translocations (WHO 2008 classification). Estimated <0.3 per 100k based on rare hematologic malignancy patterns.
C2828150,HPV positive oropharyngeal squamous cell carcinoma,2.1,,incidence,168000,0.72,strong,True,Oropharyngeal Squamous Cell Carcinoma,2005,high,"Parkin DM et al. (2005). Global cancer statistics, 2002. CA Cancer J Clin. 55(2):74-108",https://pubmed.ncbi.nlm.nih.gov/15761078/,literature,"HPV-positive OSCC is a distinct subtype with different epidemiology. Global HPV-related OSCC incidence estimated at 1.5-3 per 100k person-years, varying by region (higher in developed countries). Estimated at 2.1 per 100k globally based on cancer registries and HPV surveillance data. Rising incidence trend in recent decades."
C2828721,"Spastic Paraplegia 46, Autosomal Recessive",extremely rare,,,extremely rare,0.35,weak,True,Hereditary Spastic Paraplegia,,unknown,,,,SPG46 is an exceptionally rare autosomal recessive form of hereditary spastic paraplegia caused by GBA2 mutations. Approximately 30 families documented worldwide with <0.01 per 100k births estimated.
C2829267,"DEAFNESS, AUTOSOMAL RECESSIVE 88",extremely rare,,incidence,extremely rare,0.2,weak,True,"Deafness, Autosomal Recessive",,unknown,,,,"DFNB88 (Deafness, Autosomal Recessive 88) is an extremely rare genetic form of non-syndromic sensorineural hearing loss. Reported in only a handful of families worldwide. Estimated incidence <0.0001 per 100k births. Confidence is very low due to extremely limited epidemiological data and identification primarily through molecular genetic studies."
C2845975,Malignant neuroendocrine tumor,2.5,,incidence,200000.0,0.55,moderate,False,,2005,moderate,Modlin IM et al. (2008). Gastroenteropancreatic neuroendocrine tumors: epidemiology and international perspectives. Gastrointest Endosc. 68(4):634-646,https://pubmed.ncbi.nlm.nih.gov/18926184/,literature,"Neuroendocrine tumors (NET) incidence varies by site. Pancreatic NET ~1-4, GI ~2-5 per 100k. Aggregate BOTEC estimate for malignant NETs globally ~2-3 per 100k. Data from cancer registries and epidemiological surveys."
C2887821,Left sided colitis,8.5,,incidence,680000,0.65,moderate,True,Ulcerative colitis,2003,moderate,Loftus EV et al. (2000). Epidemiology and natural history of ulcerative colitis. Gastroenterol Clin North Am. 31(3):609-629,https://pubmed.ncbi.nlm.nih.gov/10906301/,literature,Left-sided ulcerative colitis accounts for approximately 30-40% of UC cases. Estimated incidence ~8-9 per 100k based on IBD epidemiology. Data from regional IBD registries circa 2000-2005.
C2895223,Juvenile and adolescent idiopathic scoliosis,12.0,25.0,both,960000,0.7,moderate,True,Idiopathic Scoliosis,,low,Pediatric orthopedic literature consensus,,literature,"Juvenile/adolescent idiopathic scoliosis: incidence ~12 per 100k, prevalence ~25 per 100k in pediatric populations. Peak incidence age 10-15 years."
C2930827,Chronic malaria,50.0,,incidence,4000000,0.72,moderate,True,Malaria,2005,high,"WHO World Malaria Report, multiple years (2003-2007)",,registry,"Chronic malaria (recurrent/persistent infections) represents subset of malaria cases. Global malaria incidence approximately 200-300 million clinical cases annually (~40-50 per 100k person-years in endemic regions, much lower globally). Chronic cases estimated at subset of total incidence. Confidence limited by geographic variation and heterogeneous definitions of 'chronic' malaria."
C2931007,Congenital disorder of glycosylation type 1X,extremely rare,,incidence,extremely rare,0.25,weak,True,Congenital disorder of glycosylation type 1,,unknown,,,,CDG type 1X is an extremely rare genetic disorder with fewer than 10 known cases worldwide as of 2020. Incidence estimated at <0.001 per 100k based on case report frequency. Confidence limited to literature and case reports only.
C2931029,"Nevi flammei, familial multiple",0.1,500,prevalence,40000000,0.35,weak,True,Port-wine stain/capillary malformation,,low,,,,"Familial form of nevi flammei (port-wine stains) is rare. Prevalence of all port-wine stains ~0.3-0.5% of population (3000-5000 per 100k), but familial inheritance pattern affects fraction of these. Estimated familial form prevalence ~500 per 100k."
C2931173,Pediatric ulcerative colitis,1.5,,incidence,120000,0.55,moderate,True,Ulcerative colitis,,moderate,,,,Pediatric-onset ulcerative colitis accounts for ~25% of all UC cases. Adult UC incidence ~5-10 per 100k; pediatric incidence estimated at 1-2 per 100k children. Geographic variation noted with higher rates in developed nations.
C2931196,Craniofacial dysostosis type 1,1.8,,incidence,144000,0.5,moderate,True,Craniofacial dysostosis,,low,,,,"Craniofacial dysostosis type 1 (likely Crouzon syndrome, FGFR2-related). Crouzon syndrome incidence approximately 1 per 25,000 births (~4 per 100k births). Type 1 classification suggests it may be one subset; estimated ~1.8 per 100k considering overlap in diagnostic criteria."
C2931290,"Welander distal myopathy, Swedish type",extremely rare,,incidence,extremely rare,0.38,weak,True,Distal Myopathy,,high,,,,"Welander distal myopathy is an extremely rare autosomal dominant disorder identified primarily in Swedish families. Incidence <0.001 per 100k globally, higher in Sweden. Epidemiological data limited to case reports and small family studies."
C2931297,Yusho Disease,extremely rare,0.1,prevalence,extremely rare,0.35,weak,False,,,high,,,,"Yusho disease resulted from PCB-contaminated rice oil in Japan (1968-1969). Epidemic affected ~1,600+ people; now extremely rare with only residual cases from historical exposure. Prevalence ~0.1 per 100k primarily in Japan among aging survivors. No new major outbreaks expected."
C2931351,Familial myelofibrosis,0.05,,incidence,40000,0.45,weak,True,Primary Myelofibrosis,,moderate,,,,"Familial myelofibrosis is a rare genetic subtype of primary myelofibrosis, estimated at 0.05 per 100k based on myeloproliferative neoplasm registry data. Limited epidemiological studies on familial variant specifically."
C2931387,"Leber congenital amaurosis, type 4",extremely rare,,incidence,extremely rare,0.35,weak,True,Leber congenital amaurosis,,unknown,,,,LCA4 is an extremely rare inherited retinal dystrophy caused by mutations in AIPL1 gene. Incidence <0.01 per 100k births based on limited case reports.
C2931434,Paraquat lung,0.1,,incidence,8000,0.35,weak,True,Paraquat toxicity,,high,,,,Paraquat is a herbicide; lung injury occurs from occupational/accidental exposure. Incidence varies by agricultural region and exposure regulation. Estimated 0.1 per 100k globally based on exposure incidents in developing agricultural regions.
C2931746,Sulfocysteinuria,extremely rare,,incidence,extremely rare,0.3,weak,False,,,unknown,,,,Extremely rare autosomal recessive metabolic disorder affecting sulfur amino acid metabolism. Fewer than 20 cases reported worldwide. Estimated incidence <<0.01 per 100k births based on sparse case literature. No systematic population-based surveillance data available.
C2931803,Deletion 11p13,,,,,0.0,none,False,,,unknown,,,,"Chromosomal cytogenetic finding rather than a disease entity per se. 11p13 deletion is a molecular/genetic abnormality that can manifest in multiple phenotypes (WAGR syndrome, aniridia, Wilms tumor predisposition, etc.). Not mappable as a standalone disease condition without clinical phenotype specification."
C2936171,Familial Ebstein's Anomaly,0.15,,incidence,12000,0.45,weak,True,Ebstein's Anomaly,,low,,,,Familial Ebstein's Anomaly refers to inherited cases of this congenital cardiac defect. Ebstein's Anomaly overall incidence ~1-5 per 100k births; familial cases represent subset estimated at ~0.15 per 100k. Limited specific epidemiological data on familial inheritance pattern.
C2936827,Focal facial dermal dysplasia,extremely rare,,,extremely rare,0.25,weak,False,,,unknown,,,,Focal facial dermal dysplasia is a rare genetic developmental disorder with only isolated case reports in medical literature. Umbrella term covering multiple distinct subtypes with unknown aggregate incidence.
C2937300,Congenital hereditary muscular dystrophy,0.8,,incidence,64000,0.35,weak,True,Muscular dystrophy,,unknown,,,,Congenital muscular dystrophies (CMD) are rare genetic disorders with incidence <1 per 100k births. Estimated ~0.5-1 per 100k based on case registries and genetic studies. Specific hereditary subtypes poorly characterized epidemiologically.
C2938905,Central Nervous System Sensitization,,,,,0.0,none,False,,,unknown,,,,CNS sensitization is a neurophysiological process/mechanism rather than a discrete disease entity. Not mappable to incidence or prevalence as it lacks clear diagnostic criteria and case definition.
