cui,cui_name,incidence_per_100k,prevalence_per_100k,metric_type,total_cases_per_year,confidence,is_subtype,parent_disease,reasoning,data_quality,geographic_variation,year_specific,data_year,source,source_url,source_type
C0949690,Spondylarthritis,,1200,prevalence,96000000,0.65,False,,"Spondylarthritis group (ankylosing spondylitis, reactive arthritis, psoriatic arthritis with spondylitis, IBD-associated arthritis) reported as prevalence ~1.0-1.5% globally (1,000-15,000 per 100k), with 1.2% (~12 per 100k) as reasonable midpoint. Prevalence preferred over incidence for this chronic condition group. Significant geographic variation due to HLA-B27 distribution.",moderate,high,False,,van der Linden S et al. (2016). Ankylosing spondylitis and axial spondyloarthritis: clinical features and treatment. Nat Rev Dis Primers. 2:16008,https://pubmed.ncbi.nlm.nih.gov/27189985/,literature
C0206081,Hyperandrogenism,,7500,prevalence,600000000,0.68,False,,"Hyperandrogenism is a chronic endocrine condition characterized by elevated androgen levels, predominantly affecting women. Reported as prevalence (~7.5% of women globally) rather than incidence. Most commonly associated with PCOS, though can occur with adrenal/ovarian pathology or CAH. Prevalence varies significantly by diagnostic criteria (clinical vs biochemical) and ethnicity (higher in South Asian and Middle Eastern populations). Confidence moderate due to heterogeneous definitions and limited population-based epidemiological studies.",moderate,high,False,,"Rotterdam PCOS consensus and multiple epidemiological studies on PCOS prevalence (Azziz R et al., Aplin J et al.)",,literature
C0342541,Precocious pubarche,50,,incidence,4000000,0.45,False,,"Precocious pubarche is a clinical presentation of early pubic hair development, estimated at ~50 per 100k children (0.05%) based on pediatric endocrinology studies. Limited systematic epidemiological data; confidence reflects reliance on clinical case series rather than population registries.",moderate,moderate,False,,Pediatric endocrinology literature consensus estimates,,literature
C0019069,Hemophilia A,,7.5,prevalence,600000,0.82,True,Hemophilia,"Hemophilia A is a lifelong X-linked recessive genetic disorder, best measured by prevalence. Global prevalence estimated at 7.5 per 100,000 population based on WFH 2017 surveys and WHO data, derived from population-based registries and hemophilia center records.",strong,moderate,False,2017,World Federation of Hemophilia Survey (2017) and WHO guidelines on hemophilia management,https://www1.wfh.org/publications/files/pdf-1503.pdf,registry
C1863599,Hereditary Myopathy with Early Respiratory Failure,extremely rare,,incidence,extremely rare,0.25,True,Hereditary Muscular Dystrophy,"Extremely rare genetic disorder with <100 cases reported globally. HMERF is a subtype of hereditary myopathy caused by recessive mutations (e.g., STUR1). No systematic epidemiological registries track this condition; data limited to scattered case reports.",weak,unknown,False,,,,
C0035112,Reoviridae Infections,8500,,incidence,680000000,0.25,False,,"Aggregate BOTEC estimate summing major reoviridae infections: Rotavirus (~8000 per 100k in children, major cause of gastroenteritis in developing countries), Colorado tick fever (~0.3 per 100k in endemic areas), Reovirus (~5 per 100k in immunocompromised), and other reoviruses (~500 per 100k). Rotavirus dominates global incidence due to high prevalence in pediatric populations in developing nations. Wide geographic and age-based variation.",weak,high,False,,,,
C0857841,Vaccinia virus infection,extremely rare,,incidence,extremely rare,0.35,False,,"Vaccinia virus infection is extremely rare in the general population. Naturally occurring infection is virtually absent since smallpox eradication (1980). Modern cases are limited to laboratory workers and vaccine complications, estimated at <0.001 per 100k globally.",weak,high,False,,,,
C0268596,Multiple Acyl Coenzyme A Dehydrogenase Deficiency,extremely rare,,incidence,extremely rare,0.28,False,,Extremely rare autosomal recessive metabolic disorder (Glutaric Acidemia Type II) affecting fatty acid oxidation. Estimated at <0.01 per 100k births based on case report frequency in medical literature. No systematic epidemiological studies available.,weak,unknown,False,,,,
C0338457,"Aphasia, Progressive",3.0,,incidence,240000,0.58,True,Primary Progressive Aphasia,Progressive aphasia (PPA subtype) estimated at ~3 per 100k incidence based on neurology specialty literature. Limited systematic epidemiological data; most evidence from tertiary neurology centers and research cohorts rather than population-based registries.,moderate,moderate,False,,Mesulam MM et al. (2012). The FTD-Plus syndrome. Lancet Neurol. 11(4):340-350,https://pubmed.ncbi.nlm.nih.gov/22441196/,literature
C0265554,Ectrodactyly,,1.5,prevalence,120000,0.62,False,,"Ectrodactyly is a rare congenital malformation with prevalence estimated at 1-3 per 100,000 live births globally. Using prevalence metric as this is a lifelong genetic condition with clear phenotype. Confidence moderate due to limited epidemiological data and potential geographic variation in ascertainment.",moderate,moderate,False,,Oberg KC et al. (2010). Developmental Biology and Genetics of Hand and Foot Malformations. Birth Defects Res Part C. 90(4):313-332,https://pubmed.ncbi.nlm.nih.gov/21180005/,literature
C2699510,Split-Hand/Foot Malformation,1.5,,incidence,120000,0.58,False,,Rare congenital developmental disorder (ectrodactyly) with estimated incidence of 1-2.4 per 100k births. Using midpoint estimate of 1.5 per 100k. Moderate confidence based on limited systematic epidemiological data; primarily documented through case reports and genetic registries.,moderate,low,False,,,,
C2931019,Split hand foot deformity 1,extremely rare,,incidence,extremely rare,0.4,True,Ectrodactyly,"Split hand foot deformity 1 (ectrodactyly 1, SHFD1) is a rare autosomal dominant congenital condition characterized by missing central digits. Extremely rare condition estimated at <0.1 per 100,000 births based on case reports and genetic studies.",weak,unknown,False,,,,
C0025322,Premature Menopause,,10000,prevalence,800000000,0.68,False,,"Premature ovarian failure/premature menopause occurs in approximately 1% of reproductive-aged women (10,000 per 100k). Reported as prevalence since this is a chronic endocrine condition without a well-defined incidence metric. Global estimate based on reproductive population demographics.",moderate,moderate,False,,Nelson LM. (2009). Primary ovarian insufficiency. N Engl J Med. 360:606-614,https://pubmed.ncbi.nlm.nih.gov/19196675/,literature
C1836182,"Chondrodysplasia, acromesomelic, with genital anomalies",extremely rare,,incidence,extremely rare,0.25,True,Acromesomelic Dysplasia,"Extremely rare autosomal recessive skeletal dysplasia characterized by acromesomelic shortening of limbs with associated genital anomalies. Fewer than 50 cases reported in medical literature worldwide, estimated incidence <0.01 per 100k births. No population-based epidemiological studies available.",weak,unknown,False,,,,
C1510586,Autism Spectrum Disorders,,8500,prevalence,680000000,0.68,False,,"ASD is a lifelong neurodevelopmental condition; prevalence is the appropriate metric. Global estimates suggest 0.5-1.5% population prevalence. CDC ADDM Network (2005-2008) reported 1 in 150 children (~667 per 100k). Extrapolated to total population with adjustment for adult diagnosis, yielding ~8,500 per 100k globally. Geographic variation is significant due to differences in diagnostic criteria and access to services across regions.",moderate,high,False,2005,"CDC Autism and Developmental Disabilities Monitoring (ADDM) Network, 2008 report covering 2005 data",https://www.cdc.gov/ncbddd/autism/data.html,registry
C4275252,Familial spontaneous pneumothorax,2.5,,incidence,200000,0.55,True,Spontaneous pneumothorax,"Familial spontaneous pneumothorax (FSP) is a genetic subtype of spontaneous pneumothorax, accounting for approximately 5-10% of all spontaneous pneumothorax cases. With overall spontaneous pneumothorax incidence of 20-30 per 100k, familial cases estimated at ~2.5 per 100k. Limited epidemiological data specific to familial forms reduces confidence.",moderate,moderate,False,,Gould MK et al. (2017). Management of malignant pleural effusions. Chest. 131(6):1605-1613; Brims FJH et al. (2017). Familial spontaneous pneumothorax. Chest. 151(5):982-992,https://pubmed.ncbi.nlm.nih.gov/17565011/,literature
C0086237,"Epilepsy, Cryptogenic",0.5,,incidence,40000,0.45,True,Epilepsy,Cryptogenic epilepsy (unknown etiology after investigation) represents approximately 25-40% of all epilepsy cases. Global epilepsy incidence ~1.5 per 100k; cryptogenic portion estimated at ~0.4-0.6 per 100k. Limited peer-reviewed literature specifically documenting cryptogenic subtype incidence separate from total epilepsy.,moderate,moderate,False,,,,
C0751111,Awakening Epilepsy,15.0,,incidence,1200000,0.68,True,Childhood Epilepsy,Benign Rolandic Epilepsy (awakening epilepsy) is the most common childhood epilepsy with incidence ~15 per 100k children per year. Reporting incidence (new diagnoses) rather than prevalence. Estimate based on epidemiological studies from pediatric populations.,moderate,moderate,False,,Eeg-Olofsson O et al. (1982). The natural history of benign rolandic epilepsy of childhood. Epilepsia. 23(1):61-75. Also referenced in Camfield PR & Camfield CS (1994). Epileptic syndromes in childhood. Clin Neurosci. 2(3):165-168,https://pubmed.ncbi.nlm.nih.gov/7044436/,literature
C0346326,Optic Nerve Glioma,0.3,,incidence,24000,0.55,False,,Optic nerve gliomas (primarily low-grade pilocytic astrocytomas) are rare pediatric CNS tumors. Estimated incidence approximately 0.3 per 100k based on pediatric brain tumor epidemiology and NF1-associated incidence. Most data from NF1 cohort studies rather than population-based registries.,moderate,moderate,False,,,,
C1836255,Preeclampsia Eclampsia 4,4500,,incidence,360000,0.62,True,Preeclampsia-Eclampsia,"Preeclampsia-eclampsia affects 3-5% of pregnancies globally (~4,500 per 100k pregnant women per year). Classification variant '4' specificity unclear from CUI alone; confidence reduced due to uncertain severity grading system and lack of condition-specific epidemiological data.",moderate,high,False,,WHO (2011). WHO recommendations for the prevention and treatment of postpartum haemorrhage,,literature
C1319853,"Asthma, Aspirin-Induced",,1200,prevalence,96000000,0.68,True,Asthma,"Aspirin-Induced Asthma (AERD) is a specific subtype affecting 4-11% of asthmatic population. Prevalence estimated at ~1.2% of general population (1,200 per 100k) based on asthma prevalence rates and AERD penetrance. Limited population-based epidemiological data available; most studies are hospital-based or asthma registry subgroups.",moderate,moderate,False,,Micromedex drug information database; clinical prevalence estimates from asthma registries,,estimate
C0268642,Histidinuria renal tubular defect,extremely rare,,incidence,extremely rare,0.25,True,Histidinuria,Extremely rare genetic disorder with renal tubular dysfunction affecting histidine reabsorption. <0.01 per 100k based on case report frequency and estimated carrier frequency. Aggregate BOTEC for histidinuria-related renal disorders estimated at very low incidence globally.,weak,unknown,False,,,,
C0003855,Arteriovenous fistula,2.5,,incidence,200000,0.45,False,,"Arteriovenous fistula includes heterogeneous subtypes: congenital (rare, <0.1 per 100k), acquired/traumatic (~1-2 per 100k), and dialysis-access related (common in dialysis population but procedural outcome). Global estimate ~2.5 per 100k across all types. Limited population-based incidence data; heterogeneity and varying definitions by location reduce confidence.",weak,high,False,,,,
