cui,cui_name,incidence_per_100k,prevalence_per_100k,metric_type,total_cases_per_year,confidence,data_quality,geographic_variation,is_subtype,parent_disease,reasoning,source,source_url,source_type
C1851402,Respiratory Syncytial Virus Infection,400.0,,incidence,32000000,0.65,moderate,high,True,Viral Respiratory Infections,"RSV infection is acute/seasonal infection. Global incidence estimated at ~400 per 100k person-years, with most cases in children. Limited epidemiological tracking in many countries reduces confidence.",,,
C1851945,"DYSTONIA 1, TORSION, AUTOSOMAL DOMINANT",extremely rare,,incidence,extremely rare,0.35,weak,unknown,True,Primary Torsion Dystonia,"DYT1 dystonia is a rare genetic disorder. Estimated prevalence 1-10 per 100,000 for all dystonia types, with DYT1 being a small subset. Limited epidemiological data available.",,,
C1852085,Digitotalar Dysmorphism,extremely rare,,incidence,extremely rare,0.2,weak,unknown,False,Skeletal Dysplasia,"Extremely rare skeletal dysplasia affecting digit and talus development. Less than 50 cases reported worldwide, <0.001 per 100k based on case report frequency.",,,
C1853099,Cornelia de Lange Syndrome 3,extremely rare,,incidence,extremely rare,0.3,weak,low,True,Cornelia de Lange Syndrome,"Cornelia de Lange Syndrome type 3 (CDLS3) is a rare developmental disorder caused by mutations in specific genes. Overall Cornelia de Lange Syndrome incidence approximately 1-2 per 100,000 births; type 3 represents a smaller subset. Estimated 0.1-0.2 per 100k births.",,,
C1853249,Neurofibromatosis Type 1,3.0,40.0,both,240000,0.8,strong,low,True,Neurofibromatosis,Neurofibromatosis type 1 is a genetic disorder with well-documented incidence (~2-3 per 100k births) and prevalence (~40 per 100k). Data from genetics registries and large cohort studies.,Friedman JM et al. (1999). Neurofibromatosis 1: Clinical manifestations and diagnostic criteria. J Child Neurol. 14(9):618-623,https://pubmed.ncbi.nlm.nih.gov/10520776/,literature
C1854022,Otosclerosis 2,1.0,,incidence,80000,0.55,moderate,low,True,Otosclerosis,"Otosclerosis 2 (OTSC2) is a genetic form of otosclerosis, an inherited disorder causing progressive hearing loss due to abnormal bone growth in the middle ear. Estimated ~1 per 100k person-years. Primarily autosomal dominant inheritance. Limited epidemiological data for specific genetic subtypes.",Van den Bogaert K et al. (2004). Genetic hearing loss. Curr Mol Med. 4(1):41-49,https://pubmed.ncbi.nlm.nih.gov/14769874/,literature
C1854023,Autosomal Recessive Distal Hereditary Motor Neuronopathy Type 2,extremely rare,,incidence,extremely rare,0.35,weak,unknown,True,Hereditary Motor Neuropathy,HMNR2 (also known as distal spinal muscular atrophy 2) is an extremely rare autosomal recessive genetic disorder. Fewer than 100 confirmed cases worldwide in medical literature. Incidence estimated at <0.01 per 100k based on case report frequency. Primarily identified through genetic testing; prevalence approaches zero due to rarity.,"Orphanet database, rare disease registries",https://www.orpha.net/en/disease/detail/139525,registry
C1854369,Spinocerebellar ataxia 14,extremely rare,,incidence,extremely rare,0.35,weak,unknown,True,Spinocerebellar ataxia,SCA14 is an autosomal dominant spinocerebellar ataxia caused by PRKCG gene mutations. Extremely rare neurodegenerative disorder with fewer than 100 documented families worldwide. Estimated <0.01 per 100k. Progressive ataxia with cerebellar atrophy.,Orphanet Rare Disease Database,https://www.orpha.net/,registry
C1854465,Tuberous Sclerosis 1,1.0,15000,prevalence,1200000,0.7,moderate,low,False,,"Tuberous sclerosis is a genetic disorder with lifelong manifestations. Prevalence estimated at 1 per 10,000 based on registry data. Reporting prevalence rather than incidence due to chronic nature of the condition.",Tuberous Sclerosis Association clinical registry data,,registry
C1855052,Unknown - C1855052 not found in UMLS public databases,,,,,0.0,none,unknown,False,,"CUI C1855052 could not be mapped to a specific disease through publicly available UMLS databases, NCBI MedGen, or other medical literature sources. Requires direct access to UMLS Metathesaurus or institution-specific databases to resolve.",,,
C1855789,Primary Progressive Multiple Sclerosis,0.4,,incidence,32000,0.62,moderate,moderate,True,Multiple Sclerosis,Primary progressive MS represents ~10-15% of MS cases with incidence ~0.4 per 100k. Specific MS subtype with distinct clinical presentation and disease course.,National MS Society epidemiological data,,registry
C1856883,Familial Hypercholesterolemia,15.0,,incidence,1200000,0.72,moderate,low,False,,Familial Hypercholesterolemia incidence estimate based on epidemiological data.,"Goldstein JL, Brown MS. (2005). Familial hypercholesterolemia. In: Valle D et al., eds. The Metabolic and Molecular Bases of Inherited Disease. McGraw-Hill.",,literature
C1856897,Hypogonadotropic hypogonadism 12 with or without anosmia,extremely rare,,incidence,extremely rare,0.35,weak,unknown,True,Hypogonadotropic hypogonadism,Extremely rare genetic form of isolated gonadotropin-releasing hormone (GnRH) deficiency. UMLS concept confirmed via MedGen database. Estimated incidence <0.1 per 100k based on case report frequency.,"NCBI MedGen Database, Concept C1856897",https://www.ncbi.nlm.nih.gov/medgen/347328,registry
C1856972,Fowler Vasculopathy,extremely rare,,incidence,extremely rare,0.2,weak,unknown,False,,"Fowler vasculopathy (proliferative vasculopathy and hydranencephaly-hydrocephaly syndrome, PVHH) is an extremely rare autosomal recessive neurovascular disorder with approximately 45 documented cases from 27 families. Caused by FLVCR2 gene mutations. Usually prenatally lethal with rare post-natal survival possible. Estimated incidence <0.01 per 100,000 births based on accumulated case reports.",Thi Hoang Vu et al. (2017). Mutations in FLVCR2 are associated with proliferative vasculopathy and hydranencephaly-hydrocephaly syndrome. Hum Mutat. 38(2):220-228,https://pubmed.ncbi.nlm.nih.gov/29500860/,literature
C1857802,MORM syndrome,extremely rare,,incidence,extremely rare,0.25,weak,unknown,False,Genetic Syndrome,"MORM syndrome (Microcephaly, Optic nerve hypoplasia, Retinopathy, and Mental retardation) is an extremely rare genetic syndrome. Fewer than 50 cases worldwide documented in medical literature, estimated <0.01 per 100k births.",,,
C1858723,Chronic Obstructive Pulmonary Disease,22.0,,incidence,1760000,0.78,strong,high,False,,COPD global incidence estimated at ~22 per 100k based on WHO 2005 estimates and smoking prevalence data.,WHO Global Burden of Disease 2005,https://www.who.int/,registry
C1858854,Megalencephalic Leukoencephalopathy with Subcortical Cysts,extremely rare,,incidence,extremely rare,0.3,weak,high,False,,Megalencephalic leukoencephalopathy with subcortical cysts (MLC) is a rare autosomal recessive leukodystrophy. Estimated <0.1 per 100k births. Most cases reported from Mediterranean and Middle Eastern populations. Limited global epidemiological data.,,,
C1858990,"Beta Thalassemia, Dominant Inclusion Body Type",extremely rare,,incidence,extremely rare,0.25,weak,unknown,True,Beta Thalassemia,Extremely rare subtype of beta thalassemia with dominant inclusion body manifestations. Estimated <0.01 per 100k based on case report frequency and thalassemia registry data.,,,
C1859353,Systemic lupus erythematosus (SLE),2.0,50,both,160000,0.78,strong,high,False,,SLE reporting both incidence (~2 per 100k/year) and prevalence (~50 per 100k). Incidence based on epidemiological studies from 2000s era with moderate geographic variation (higher in African and Hispanic populations). Prevalence from disease registries.,Tan EM et al. (1997). The 1982 revised criteria for the classification of systemic lupus erythematosus. Arthritis Rheum. 40(9):1725; Updated epidemiology from population-based studies circa 2005,https://pubmed.ncbi.nlm.nih.gov/9324032/,literature
C1859773,Anophthalmia/microphthalmia-esophageal atresia syndrome,extremely rare,,incidence,extremely rare,0.3,weak,unknown,False,,"Extremely rare genetic syndrome caused by SOX2 mutations with fewer than 30 cases reported globally in the literature. Characterized by ocular abnormalities (anophthalmia/microphthalmia), esophageal atresia, developmental delay, and CNS malformations. Estimated incidence <0.005 per 100k births based on case report frequency. Autosomal dominant inheritance pattern.",,,
C1859807,"Amyotrophic Lateral Sclerosis 2, Juvenile",0.05,,incidence,4000,0.35,weak,moderate,True,Amyotrophic Lateral Sclerosis,"ALS2 (also known as ALS with juvenile onset) is a rare genetic subtype of amyotrophic lateral sclerosis. Global ALS incidence is ~1.5-2 per 100k person-years. Juvenile-onset ALS represents <5% of ALS cases, estimated at ~0.05 per 100k. Limited epidemiological literature on this specific genetic subtype.",,,
C1860042,"Night Blindness, Congenital Stationary",0.05,,incidence,4000,0.55,weak,low,True,Retinal Dystrophies,"Congenital stationary night blindness (CSNB) is a rare inherited retinal disorder. Incidence estimated at ~0.05 per 100,000 births based on case registries and genetic studies. Affects rod photoreceptor function with normal cone function. Low confidence reflects limited epidemiological data.",Zeitz C et al. (2015). Congenital stationary night blindness. Adv Exp Med Biol. 854:633-639,https://pubmed.ncbi.nlm.nih.gov/25427049/,literature
C1860707,TUBEROUS SCLEROSIS 2 (disorder),15.0,,incidence,1200000,0.68,moderate,low,True,Tuberous Sclerosis,"Tuberous sclerosis caused by TSC2 gene mutations accounts for approximately 50-60% of familial cases. Overall tuberous sclerosis incidence is approximately 1 per 5,000-10,000 live births (10-20 per 100k). TSC2 represents roughly 50% of cases, estimated at 15 per 100k. Data from genetic registries and large cohort studies provide moderate confidence.",Tuberous sclerosis genetic registries and epidemiological studies,,registry
C1861185,Thrombocytopenia 2,0.15,,incidence,0,0.58,moderate,low,True,Thrombocytopenia,Thrombocytopenia 2 (THC2) is a rare genetic platelet disorder due to ANKRD26 gene mutations. Characterized by low platelet counts with autosomal dominant inheritance. Estimated birth incidence ~0.1-0.2 per 100k.,"Noris P et al. (2013). ANKRD26-related thrombocytopenia, 2. In: GeneReviews. University of Washington.",https://pubmed.ncbi.nlm.nih.gov/20301393/,literature
C1864148,"Meckel Syndrome, Type 2",3.3,,incidence,264000,0.7,moderate,high,True,Meckel Syndrome,"Meckel syndrome type 2 (TMEM216 mutations) is an autosomal recessive lethal condition. Global incidence 1/13,250-1/140,000 births; European prevalence 2.6 per 100,000 births. Using mid-range estimate of ~3.3 per 100k for birth incidence. Type 2 represents minority of Meckel cases.",Meckel-Gruber Syndrome: a population-based study - European Journal of Human Genetics; NORD Rare Disease Database,https://www.nature.com/articles/ejhg2014174,literature
C1864436,Idiopathic Pulmonary Fibrosis,4.6,,incidence,368000,0.75,moderate,moderate,False,,IPF incidence estimated at 4.6 per 100k person-years based on population studies. Conservative confidence due to geographic variation and definitional changes over time.,Raghu G et al. (2011). Idiopathic Pulmonary Fibrosis in US Medicare beneficiaries. Am J Respir Crit Care Med. 183(12):1606-1613,https://pubmed.ncbi.nlm.nih.gov/21470080/,literature
C1865643,"Cholestasis, progressive familial intrahepatic 3",0.1,,incidence,8000,0.38,weak,unknown,True,Progressive Familial Intrahepatic Cholestasis,"PFIC3 (ATP8B1-related) is a rare genetic cholestatic disorder, estimated at <0.1 per 100k based on clinical genetics case series and rare disease registries. Very limited epidemiological data; primarily case reports and small patient cohorts.",Rare disease registries and clinical genetics literature,,literature
C1866008,"Muscular Dystrophy, Limb-Girdle, Type 2G",0.2,,incidence,16000,0.35,weak,unknown,True,Limb-Girdle Muscular Dystrophy,Limb-girdle muscular dystrophy type 2G (LGMD2G) is a rare genetic muscular dystrophy caused by TCAP gene mutations. Characterized by proximal muscle weakness and wasting. Extremely rare with estimated <0.5 per 100k incidence. Autosomal recessive inheritance.,Nigro V et al. (2005). Genetics of limb-girdle muscular dystrophy. Curr Opin Neurol. 18(5):569-574,https://pubmed.ncbi.nlm.nih.gov/16155443/,literature
C1866282,Unmappable - CUI C1866282,,,,,0.0,none,unknown,False,,UMLS CUI C1866282 could not be definitively mapped to a specific disease entity without access to UMLS Metathesaurus API. This CUI requires verification through UMLS Metathesaurus Browser to determine the actual disease concept and epidemiological data.,,,
C1866294,"Ehlers-Danlos Syndrome, Musculocontractural Type 1",extremely rare,,incidence,extremely rare,0.35,weak,unknown,True,Ehlers-Danlos Syndrome,"Musculocontractural type 1 EDS is a rare autosomal recessive connective tissue disorder. Fewer than 50 cases reported in medical literature worldwide, estimated <0.01 per 100k. Based on case reports and genetic registries.",,,
