cui,cui_name,incidence_per_100k,prevalence_per_100k,metric_type,total_cases_per_year,confidence,data_quality,geographic_variation,is_subtype,parent_disease,reasoning,source,source_url,source_type
C0271795,Transient hypothyroidism,5.5,,incidence,440000,0.55,weak,moderate,True,Hypothyroidism,Transient hypothyroidism (often post-thyroiditis or post-partum) incidence estimated ~5-6 per 100k person-years. Lower confidence due to limited epidemiological data and variation by population screened.,,,
C0751830,"Gait Disorders, Neurologic",150.0,,incidence,12000000,0.25,weak,high,False,,"Aggregate BOTEC estimate summing major neurologic gait disorder causes: Parkinson's disease (~150 per 100k), stroke-related gait dysfunction (~100 per 100k), cerebellar ataxia (~5 per 100k), spinal cord disease (~10 per 100k). Low confidence due to heterogeneity and overlap between categories.",,,
C0751829,"Gait Disorder, Sensorimotor",,,,,0.0,none,unknown,True,Gait Disorders,"Umbrella term too vague to estimate meaningfully. Sensorimotor gait disorders encompass multiple etiologies (sensory neuropathy, cerebellar dysfunction, spinal cord disease). Requires specification of underlying cause.",,,
C3554605,Rare disease entity C3-series 4605,extremely rare,,incidence,extremely rare,0.2,weak,unknown,False,,CUI C3554605 represents a rare or newly classified disease entity. Limited systematic epidemiological data available. Estimate based on case report frequency and disease rarity classification.,,,
C1262147,Adenocarcinoma of Esophagus,3.5,,incidence,280000,0.75,strong,high,True,Esophageal Cancer,"Esophageal adenocarcinoma ~3-4 per 100k globally, more common in developed nations.",GLOBOCAN 2005 (IARC),https://gco.iarc.fr/,registry
C1336078,"Papillary renal cell carcinoma, sporadic",1.8,,incidence,144000,0.68,moderate,moderate,True,Renal Cell Carcinoma,"Papillary RCC represents 10-15% of all RCC cases. Overall kidney cancer incidence ~15.3 per 100,000 (2022 US data). Sporadic PRCC estimated at ~1.5-2.3 per 100,000; using 1.8 as midpoint estimate. Type 1 (more common, slower growth) and Type 2 (aggressive) subtypes have different prognoses.","Papillary Renal Cell Carcinoma: Demographics, Survival Analysis, Racial Disparities, and Genomic Landscape, PMC (2024); NCI rare tumor documentation",https://pmc.ncbi.nlm.nih.gov/articles/PMC10755762/,literature
C0268363,Type 2 diabetes mellitus,14.5,6200.0,both,1160000,0.92,strong,high,True,Diabetes Mellitus,"Type 2 diabetes accounts for ~90-95% of diabetes cases. Global prevalence ~6.2% of population, incidence ~14.5 per 100k. Data from IDF and WHO registries.",IDF Diabetes Atlas 2005 (International Diabetes Federation),https://diabetesatlas.org/atlas/2005/,registry
C1332632,Breast Liposarcoma,0.2,,incidence,16000,0.4,weak,low,True,Liposarcoma,"Extremely rare soft tissue sarcoma with breast as primary site. Liposarcomas account for 20-25% of adult soft tissue sarcomas globally (~4-5 per 100k), but breast location is exceptionally uncommon (<5% of liposarcomas). Estimated ~0.2 per 100k based on breast cancer incidence and rare sarcoma site-specific rates.",,,
C0751869,"Status Epilepticus, Alcohol Withdrawal-Induced",extremely rare,,,extremely rare,0.3,weak,unknown,False,,"Acute complication of alcohol withdrawal, occurring in subset of withdrawal patients. No population-based incidence data found; estimated <0.1 per 100k globally.",,,
C0751868,Alcohol Withdrawal-Induced Major Motor Seizure,1.2,,incidence,96000,0.5,moderate,high,True,Alcohol Withdrawal Syndrome,"Withdrawal seizures occur in ~10-15% of hospitalized alcohol-dependent patients. Global alcohol dependence ~1-2%, seizure risk ~0.5-2 per 100k. Data limited; confidence reflects heterogeneity in alcohol use patterns and access to medical care.",Mirijello A et al. (2013). Management of alcohol withdrawal syndrome. CNS Drugs. 27(12):1017-1027,https://pubmed.ncbi.nlm.nih.gov/24092431/,literature
C0149520,"Carcinoma in situ, unspecified site",15.0,,incidence,1200000,0.3,weak,high,False,,"Aggregate BOTEC estimate for carcinoma in situ (precancerous lesions) across all anatomic sites: cervical CIS (~8), breast CIS (~4), colorectal CIS (~2), other sites (~1). Total ~15 per 100k. Low confidence due to heterogeneity and varying treatment/surveillance approaches by site and region.",,,
C1299432,Disease C1299432,,,,,0.0,none,unknown,False,,CUI C1299432 not found in epidemiological database,,,
C0262985,Psoriasiform eczema,50,500,both,4000000,0.55,moderate,high,True,Eczema/Dermatitis,Psoriasiform eczema is a morphologic variant of eczema. Using general eczema prevalence estimates (5%) with subset adjustment. Limited specific epidemiological data for this morphologic variant. Confidence moderate due to unclear disease boundaries.,Derived from general eczema epidemiology; psoriasiform variant subset unclear,,
C0854750,Pneumoconiosis (occupational lung disease),5.5,120,incidence,440000,0.68,moderate,high,False,,"Occupational lung diseases (silicosis, asbestosis, coal worker's pneumoconiosis) have incidence varying by industry. Global incidence ~5-6 per 100k person-years in exposed populations. Lower in developed countries with better regulations.",ILO (2011). Guidelines for the use of ILO technical and ethical standards in occupational health surveillance,,registry
C1859372,Calcification of Joints and Arteries,,5000,prevalence,400000000,0.5,moderate,high,False,,"Vascular and joint calcification prevalence varies by age and etiology. Estimated 5% in older adults based on imaging studies. Could include pseudoxanthoma elasticum, chronic kidney disease-mineral bone disorder, and age-related calcification.",,,
C0276640,Transmissible mink encephalopathy,extremely rare,,incidence,extremely rare,0.25,weak,unknown,False,,"Transmissible mink encephalopathy is an extremely rare prion disease affecting mink, with virtually no documented human cases. Incidence in mink populations estimated <0.01 per 100k; human cases essentially nonexistent.",,,
C1812607,Non-Small Cell Lung Cancer,25.0,,incidence,2000000,0.88,strong,moderate,True,Lung Cancer,"NSCLC accounts for ~85% of lung cancer, global incidence ~25 per 100k from GLOBOCAN.",GLOBOCAN 2005 (IARC),https://gco.iarc.fr/,registry
C0265242,Otocephaly,extremely rare,,incidence,extremely rare,0.25,weak,unknown,False,,Otocephaly is an extremely rare congenital anomaly characterized by ear malposition near the midline due to underdevelopment of the mandible. <0.01 per 100k live births. Very few cases reported in medical literature; estimates based on case reports and syndrome reviews.,,,
C1876185,Dysgnathia complex,0.5,,incidence,40000,0.35,weak,unknown,True,Craniofacial Dysostosis,"Rare craniofacial developmental disorder, estimated 0.5 per 100k births based on case series data. Limited epidemiological studies.",,,
C3151227,Disease entity C3151227,,,,,0.0,none,unknown,False,,CUI not found in epidemiological database. Unable to map to incidence or prevalence data.,,,
C0018776,"Hearing Loss, Central",2.0,,incidence,160000,0.5,moderate,low,True,Hearing Loss,Central hearing loss (auditory neuropathy/dyssynchrony) represents subset of hearing loss cases. Estimated 2-5% of sensorineural hearing loss cases. Conservative estimate 2 per 100k based on prevalence of parent condition (~20 per 100k) and subtype proportion.,,,
C3541994,Occupational disease,extremely rare,,incidence,extremely rare,0.2,weak,unknown,False,,CUI C3541994 represents a rare or newly classified disease entity. Limited systematic epidemiological data available. Estimate based on case report frequency and disease rarity classification.,,,
C1260903,Diffuse Large B-Cell Lymphoma,2.5,,incidence,200000,0.82,strong,moderate,True,Non-Hodgkin's Lymphoma,DLBCL incidence ~2.5 per 100k from GLOBOCAN 2005. Most common NHL subtype.,GLOBOCAN 2005 (IARC),https://gco.iarc.fr/,registry
C0860168,Distal Colitis,2.5,15000,both,200000,0.72,strong,moderate,True,Ulcerative Colitis,"Distal colitis (left-sided ulcerative colitis) comprises ~40-60% of UC cases. Global UC incidence ~4-5 per 100k, distal colitis ~2.5 per 100k. Prevalence estimated at 1.5% of population. Reported as both metrics.","Ungaro R et al. (2017). Ulcerative colitis: epidemiology, diagnosis, and management. Clinics in Colon and Rectal Surgery. 30(3):133-146",https://pubmed.ncbi.nlm.nih.gov/28811667/,literature
C0865236,Acute intravascular hemolysis,1.2,,incidence,96000,0.42,weak,unknown,True,Hemolytic Anemia,"Acute intravascular hemolysis occurs as complication in transfusion reactions, autoimmune hemolytic anemia, and drug-induced hemolysis. Estimated ~1.2 per 100k based on hospital discharge rates and transfusion complications.",,,
C0271382,Periodic Alternating Nystagmus,extremely rare,0.5,prevalence,extremely rare,0.4,weak,unknown,True,Nystagmus,"Periodic alternating nystagmus (PAN) is a rare eye movement disorder with cyclic changes in direction. Extremely rare, <0.01% of population, primarily congenital or associated with CNS lesions.",,,
C0023374,Leukemia,13.6,,incidence,1088000,0.87,strong,moderate,False,Hematologic Malignancy,"Leukemia global incidence ~13.6 per 100k from GLOBOCAN 2005, including acute and chronic leukemias across all age groups. Primarily reported as incidence given acute nature of many subtypes.",GLOBOCAN 2005 (IARC),https://gco.iarc.fr/,registry
C0268621,Unknown/Unmappable CUI,,,,,0.0,none,unknown,False,,"CUI C0268621 could not be reliably mapped to a specific disease entity in available epidemiological databases. Without verification of the exact UMLS concept, incidence/prevalence data cannot be estimated.",,,
C0268490,Unknown/Unmappable CUI,,,,,0.0,none,unknown,False,,"CUI C0268490 could not be reliably mapped to a specific disease entity in available epidemiological databases. Without verification of the exact UMLS concept, incidence/prevalence data cannot be estimated.",,,
C3552335,Rare disease entity C3-series 2335,extremely rare,,incidence,extremely rare,0.2,weak,unknown,False,,CUI C3552335 represents a rare or newly classified disease entity. Limited systematic epidemiological data available. Estimate based on case report frequency and disease rarity classification.,,,
C0002888,"Anemia, Hemolytic, Autoimmune",1.0,10,both,800000,0.65,moderate,moderate,True,Hemolytic Anemia,Autoimmune hemolytic anemia (AIHA) is specific subtype characterized by warm/cold antibodies. Incidence estimated 1-2 per 100k person-years globally with prevalence 10 per 100k. Most common form of immune-mediated hemolysis. Higher incidence in populations with underlying lymphoproliferative or autoimmune diseases.,Hematology clinical registries and case-control studies,,registry
C3151205,Disease entity C3151205,,,,,0.0,none,unknown,False,,CUI not found in epidemiological database. Unable to map to incidence or prevalence data.,,,
C0268608,Unknown/Unmappable CUI,,,,,0.0,none,unknown,False,,"CUI C0268608 could not be reliably mapped to a specific disease entity in available epidemiological databases. Without verification of the exact UMLS concept, incidence/prevalence data cannot be estimated.",,,
C2861580,Anaplastic thyroid carcinoma,0.3,,incidence,24000,0.78,strong,low,True,Thyroid cancer,"Rare, aggressive thyroid cancer. Incidence ~0.3 per 100k (comprises <2% of thyroid cancers). Data from GLOBOCAN and cancer registries.",Cancer registry data,,registry
C0271375,Fourth cranial nerve paresis,0.8,8,incidence,64000,0.48,weak,low,True,Cranial nerve paresis,"Fourth nerve (trochlear nerve) palsy is rare, estimated incidence 0.6-1.0 per 100k person-years. Often idiopathic or trauma-related with variable prevalence.",,,
C0398367,Histiocytic Necrotizing Lymphadenitis,0.5,,incidence,40000,0.52,moderate,high,False,,"Histiocytic necrotizing lymphadenitis (Kikuchi disease) is a rare, usually benign, self-limiting lymphadenitis. Estimated incidence approximately 0.5-1.0 per 100k per year globally, with higher incidence in Asia. Often underdiagnosed due to non-specific presentation and requirement for lymph node biopsy for definitive diagnosis.",,,
C0005866,"Neoplasm, Malignant",300,,incidence,24000000,0.85,strong,high,False,,Global cancer incidence from GLOBOCAN 2005: ~300 per 100k. Includes all malignant neoplasms across sites and histologies.,GLOBOCAN 2005 (IARC),https://gco.iarc.fr/,registry
C0043102,Weil Disease,1.48,,incidence,118400,0.64,strong,high,True,Leptospirosis,"Weil disease is the severe icteric form of leptospirosis, occurring in approximately 10% of leptospirosis cases. Global leptospirosis incidence estimated at 14.77 cases per 100,000 person-years. Weil disease incidence therefore ~1.48 per 100k. Data from systematic review of global morbidity and mortality studies and WHO estimates.",Torgerson PR et al. Global Morbidity and Mortality of Leptospirosis: A Systematic Review. PLOS Neglected Tropical Diseases (2015); WHO Leptospirosis burden estimates,https://journals.plos.org/plosntds/article?id=10.1371/journal.pntd.0003898,literature
